국적,목적,YearMonth,Headcount
파키스탄,기타,2025-01-01,552
방글라데시,관광,2025-01-01,227
방글라데시,상용,2025-01-01,69
방글라데시,공용,2025-01-01,19
방글라데시,유학연수,2025-01-01,187
방글라데시,기타,2025-01-01,1267
중  국,관광,2025-01-01,309690
중  국,상용,2025-01-01,2377
중  국,공용,2025-01-01,80
중  국,유학연수,2025-01-01,7242
중  국,기타,2025-01-01,45071
대  만,관광,2025-01-01,134439
대  만,상용,2025-01-01,63
대  만,공용,2025-01-01,25
대  만,유학연수,2025-01-01,227
대  만,기타,2025-01-01,680
필리핀,관광,2025-01-01,20459
필리핀,상용,2025-01-01,414
필리핀,공용,2025-01-01,214
필리핀,유학연수,2025-01-01,186
필리핀,기타,2025-01-01,15467
홍  콩,관광,2025-01-01,43846
홍  콩,상용,2025-01-01,31
홍  콩,공용,2025-01-01,4
홍  콩,유학연수,2025-01-01,130
홍  콩,기타,2025-01-01,267
태  국,관광,2025-01-01,14871
태  국,상용,2025-01-01,71
태  국,공용,2025-01-01,113
태  국,유학연수,2025-01-01,164
태  국,기타,2025-01-01,5228
말레이시아,관광,2025-01-01,23331
말레이시아,상용,2025-01-01,101
말레이시아,공용,2025-01-01,17
말레이시아,유학연수,2025-01-01,165
말레이시아,기타,2025-01-01,2574
싱가포르,관광,2025-01-01,16019
싱가포르,상용,2025-01-01,64
싱가포르,공용,2025-01-01,4
싱가포르,유학연수,2025-01-01,36
싱가포르,기타,2025-01-01,1452
인도네시아,관광,2025-01-01,17161
인도네시아,상용,2025-01-01,151
인도네시아,공용,2025-01-01,50
인도네시아,유학연수,2025-01-01,234
인도네시아,기타,2025-01-01,9920
아시아주 기타,관광,2025-01-01,4913
아시아주 기타,상용,2025-01-01,38
아시아주 기타,공용,2025-01-01,87
아시아주 기타,유학연수,2025-01-01,298
아시아주 기타,기타,2025-01-01,5955
중 동,관광,2025-01-01,6563
중 동,상용,2025-01-01,941
중 동,공용,2025-01-01,66
중 동,유학연수,2025-01-01,1581
중 동,기타,2025-01-01,6720
우즈베키스탄,관광,2025-01-01,536
우즈베키스탄,상용,2025-01-01,348
우즈베키스탄,공용,2025-01-01,6
우즈베키스탄,유학연수,2025-01-01,1151
우즈베키스탄,기타,2025-01-01,3302
터  키,관광,2025-01-01,1291
터  키,상용,2025-01-01,12
터  키,공용,2025-01-01,8
터  키,유학연수,2025-01-01,69
터  키,기타,2025-01-01,1081
이스라엘,관광,2025-01-01,425
이스라엘,상용,2025-01-01,5
이스라엘,공용,2025-01-01,2
이스라엘,유학연수,2025-01-01,8
이스라엘,기타,2025-01-01,40
이  란,관광,2025-01-01,98
이  란,상용,2025-01-01,19
이  란,공용,2025-01-01,3
이  란,유학연수,2025-01-01,21
이  란,기타,2025-01-01,44
카자흐스탄,관광,2025-01-01,2268
카자흐스탄,상용,2025-01-01,22
카자흐스탄,공용,2025-01-01,9
카자흐스탄,유학연수,2025-01-01,160
카자흐스탄,기타,2025-01-01,1548
요르단,관광,2025-01-01,47
요르단,상용,2025-01-01,46
요르단,공용,2025-01-01,0
요르단,유학연수,2025-01-01,4
요르단,기타,2025-01-01,43
사우디아라비아,관광,2025-01-01,697
사우디아라비아,상용,2025-01-01,66
사우디아라비아,공용,2025-01-01,13
사우디아라비아,유학연수,2025-01-01,40
사우디아라비아,기타,2025-01-01,39
이라크,관광,2025-01-01,35
이라크,상용,2025-01-01,77
이라크,공용,2025-01-01,5
이라크,유학연수,2025-01-01,4
이라크,기타,2025-01-01,10
중 동 기타,관광,2025-01-01,1166
중 동 기타,상용,2025-01-01,346
중 동 기타,공용,2025-01-01,20
중 동 기타,유학연수,2025-01-01,124
중 동 기타,기타,2025-01-01,613
미 주,관광,2025-01-01,68083
미 주,상용,2025-01-01,460
미 주,공용,2025-01-01,3891
미 주,유학연수,2025-01-01,617
미 주,기타,2025-01-01,24768
미  국,관광,2025-01-01,50542
미  국,상용,2025-01-01,300
미  국,공용,2025-01-01,3818
미  국,유학연수,2025-01-01,303
미  국,기타,2025-01-01,19299
에콰도르,관광,2025-01-01,72
에콰도르,상용,2025-01-01,0
에콰도르,공용,2025-01-01,3
에콰도르,유학연수,2025-01-01,14
에콰도르,기타,2025-01-01,39
쿠  바,관광,2025-01-01,0
쿠  바,상용,2025-01-01,0
쿠  바,공용,2025-01-01,0
쿠  바,유학연수,2025-01-01,1
쿠  바,기타,2025-01-01,1
캐나다,관광,2025-01-01,9908
캐나다,상용,2025-01-01,37
캐나다,공용,2025-01-01,35
캐나다,유학연수,2025-01-01,44
캐나다,기타,2025-01-01,3951
브라질,관광,2025-01-01,1963
브라질,상용,2025-01-01,89
브라질,공용,2025-01-01,8
브라질,유학연수,2025-01-01,52
브라질,기타,2025-01-01,376
멕시코,관광,2025-01-01,3474
멕시코,상용,2025-01-01,10
멕시코,공용,2025-01-01,12
멕시코,유학연수,2025-01-01,94
멕시코,기타,2025-01-01,636
칠  레,관광,2025-01-01,402
칠  레,상용,2025-01-01,3
칠  레,공용,2025-01-01,0
칠  레,유학연수,2025-01-01,17
칠  레,기타,2025-01-01,29
아르헨티나,관광,2025-01-01,467
아르헨티나,상용,2025-01-01,0
아르헨티나,공용,2025-01-01,0
아르헨티나,유학연수,2025-01-01,3
아르헨티나,기타,2025-01-01,66
콜롬비아,관광,2025-01-01,385
콜롬비아,상용,2025-01-01,2
콜롬비아,공용,2025-01-01,9
콜롬비아,유학연수,2025-01-01,27
콜롬비아,기타,2025-01-01,134
페  루,관광,2025-01-01,254
페  루,상용,2025-01-01,1
페  루,공용,2025-01-01,3
페  루,유학연수,2025-01-01,16
페  루,기타,2025-01-01,36
베네수엘라,관광,2025-01-01,67
베네수엘라,상용,2025-01-01,6
베네수엘라,공용,2025-01-01,1
베네수엘라,유학연수,2025-01-01,4
베네수엘라,기타,2025-01-01,37
미 주 기타,관광,2025-01-01,549
미 주 기타,상용,2025-01-01,12
미 주 기타,공용,2025-01-01,2
미 주 기타,유학연수,2025-01-01,42
미 주 기타,기타,2025-01-01,164
구 주,관광,2025-01-01,33617
구 주,상용,2025-01-01,984
구 주,공용,2025-01-01,249
구 주,유학연수,2025-01-01,2119
구 주,기타,2025-01-01,16239
러시아(연방),관광,2025-01-01,5594
러시아(연방),상용,2025-01-01,108
러시아(연방),공용,2025-01-01,11
러시아(연방),유학연수,2025-01-01,310
러시아(연방),기타,2025-01-01,5490
폴란드,관광,2025-01-01,1171
폴란드,상용,2025-01-01,19
폴란드,공용,2025-01-01,3
폴란드,유학연수,2025-01-01,51
폴란드,기타,2025-01-01,756
덴마크,관광,2025-01-01,456
덴마크,상용,2025-01-01,32
덴마크,공용,2025-01-01,1
덴마크,유학연수,2025-01-01,26
덴마크,기타,2025-01-01,123
그리스,관광,2025-01-01,398
그리스,상용,2025-01-01,16
그리스,공용,2025-01-01,1
그리스,유학연수,2025-01-01,4
그리스,기타,2025-01-01,153
스위스,관광,2025-01-01,641
스위스,상용,2025-01-01,12
스위스,공용,2025-01-01,4
스위스,유학연수,2025-01-01,40
스위스,기타,2025-01-01,82
노르웨이,관광,2025-01-01,489
노르웨이,상용,2025-01-01,27
노르웨이,공용,2025-01-01,1
노르웨이,유학연수,2025-01-01,32
노르웨이,기타,2025-01-01,77
스페인,관광,2025-01-01,1301
스페인,상용,2025-01-01,33
스페인,공용,2025-01-01,17
스페인,유학연수,2025-01-01,131
스페인,기타,2025-01-01,331
루마니아,관광,2025-01-01,343
루마니아,상용,2025-01-01,16
루마니아,공용,2025-01-01,5
루마니아,유학연수,2025-01-01,15
루마니아,기타,2025-01-01,315
벨기에,관광,2025-01-01,532
벨기에,상용,2025-01-01,24
벨기에,공용,2025-01-01,8
벨기에,유학연수,2025-01-01,30
벨기에,기타,2025-01-01,189
독  일,관광,2025-01-01,4352
독  일,상용,2025-01-01,191
독  일,공용,2025-01-01,31
독  일,유학연수,2025-01-01,331
독  일,기타,2025-01-01,1148
영  국,관광,2025-01-01,5335
영  국,상용,2025-01-01,80
영  국,공용,2025-01-01,33
영  국,유학연수,2025-01-01,102
영  국,기타,2025-01-01,1355
프랑스,관광,2025-01-01,4521
프랑스,상용,2025-01-01,211
프랑스,공용,2025-01-01,75
프랑스,유학연수,2025-01-01,563
프랑스,기타,2025-01-01,1349
네덜란드,관광,2025-01-01,1456
네덜란드,상용,2025-01-01,27
네덜란드,공용,2025-01-01,12
네덜란드,유학연수,2025-01-01,83
네덜란드,기타,2025-01-01,1078
우크라이나,관광,2025-01-01,403
우크라이나,상용,2025-01-01,21
우크라이나,공용,2025-01-01,5
우크라이나,유학연수,2025-01-01,21
우크라이나,기타,2025-01-01,1078
이탈리아,관광,2025-01-01,1935
이탈리아,상용,2025-01-01,79
이탈리아,공용,2025-01-01,12
이탈리아,유학연수,2025-01-01,101
이탈리아,기타,2025-01-01,829
불가리아,관광,2025-01-01,163
불가리아,상용,2025-01-01,0
불가리아,공용,2025-01-01,0
불가리아,유학연수,2025-01-01,9
불가리아,기타,2025-01-01,84
스웨덴,관광,2025-01-01,686
스웨덴,상용,2025-01-01,20
스웨덴,공용,2025-01-01,6
스웨덴,유학연수,2025-01-01,33
스웨덴,기타,2025-01-01,104
구 주 기타,관광,2025-01-01,3841
구 주 기타,상용,2025-01-01,68
구 주 기타,공용,2025-01-01,24
구 주 기타,유학연수,2025-01-01,237
구 주 기타,기타,2025-01-01,1698
대양주,관광,2025-01-01,20167
대양주,상용,2025-01-01,81
대양주,공용,2025-01-01,39
대양주,유학연수,2025-01-01,28
대양주,기타,2025-01-01,2557
오스트레일리아,관광,2025-01-01,17544
오스트레일리아,상용,2025-01-01,62
오스트레일리아,공용,2025-01-01,30
오스트레일리아,유학연수,2025-01-01,24
오스트레일리아,기타,2025-01-01,1808
뉴질랜드,관광,2025-01-01,2518
뉴질랜드,상용,2025-01-01,19
뉴질랜드,공용,2025-01-01,2
뉴질랜드,유학연수,2025-01-01,3
뉴질랜드,기타,2025-01-01,684
키리바시,관광,2025-01-01,2
키리바시,공용,2025-01-01,0
키리바시,유학연수,2025-01-01,0
키리바시,기타,2025-01-01,7
피  지,관광,2025-01-01,26
피  지,공용,2025-01-01,3
피  지,유학연수,2025-01-01,0
피  지,기타,2025-01-01,13
대양주 기타,관광,2025-01-01,77
대양주 기타,상용,2025-01-01,0
대양주 기타,공용,2025-01-01,4
대양주 기타,유학연수,2025-01-01,1
대양주 기타,기타,2025-01-01,45
아프리카주,관광,2025-01-01,1240
아프리카주,상용,2025-01-01,340
아프리카주,공용,2025-01-01,96
아프리카주,유학연수,2025-01-01,248
아프리카주,기타,2025-01-01,2565
남아프리카 공화국,관광,2025-01-01,475
남아프리카 공화국,상용,2025-01-01,9
남아프리카 공화국,공용,2025-01-01,3
남아프리카 공화국,유학연수,2025-01-01,5
남아프리카 공화국,기타,2025-01-01,838
나이지리아,관광,2025-01-01,31
나이지리아,상용,2025-01-01,22
나이지리아,공용,2025-01-01,3
나이지리아,유학연수,2025-01-01,29
나이지리아,기타,2025-01-01,34
이집트,관광,2025-01-01,125
이집트,상용,2025-01-01,105
이집트,공용,2025-01-01,1
이집트,유학연수,2025-01-01,23
이집트,기타,2025-01-01,167
아프리카주 기타,관광,2025-01-01,609
아프리카주 기타,상용,2025-01-01,204
아프리카주 기타,공용,2025-01-01,89
아프리카주 기타,유학연수,2025-01-01,191
아프리카주 기타,기타,2025-01-01,1526
기 타,관광,2025-01-01,9
기 타,상용,2025-01-01,1
기 타,공용,2025-01-01,0
기 타,유학연수,2025-01-01,1
기 타,기타,2025-01-01,2076
교포,기타,2025-01-01,2070
미상,관광,2025-01-01,9
미상,상용,2025-01-01,1
미상,공용,2025-01-01,0
미상,유학연수,2025-01-01,1
미상,기타,2025-01-01,6
전 체, ,2025-01-01,1117243
전 체, ,2025-01-01,0
아시아주,관광,2025-02-01,706104
아시아주,상용,2025-02-01,9023
아시아주,공용,2025-02-01,1392
아시아주,유학연수,2025-02-01,72198
아시아주,기타,2025-02-01,152634
일  본,관광,2025-02-01,216891
일  본,상용,2025-02-01,1447
일  본,공용,2025-02-01,135
일  본,유학연수,2025-02-01,2755
일  본,기타,2025-02-01,3254
인  도,관광,2025-02-01,2651
인  도,상용,2025-02-01,1946
인  도,공용,2025-02-01,35
인  도,유학연수,2025-02-01,548
인  도,기타,2025-02-01,6406
베트남,관광,2025-02-01,10817
베트남,상용,2025-02-01,336
베트남,공용,2025-02-01,90
베트남,유학연수,2025-02-01,17304
베트남,기타,2025-02-01,22766
미얀마,관광,2025-02-01,1170
미얀마,상용,2025-02-01,25
미얀마,공용,2025-02-01,8
미얀마,유학연수,2025-02-01,488
미얀마,기타,2025-02-01,5185
몽  골,관광,2025-02-01,8132
몽  골,상용,2025-02-01,50
몽  골,공용,2025-02-01,213
몽  골,유학연수,2025-02-01,1851
몽  골,기타,2025-02-01,918
스리랑카,관광,2025-02-01,211
스리랑카,상용,2025-02-01,29
스리랑카,공용,2025-02-01,1
스리랑카,유학연수,2025-02-01,134
스리랑카,기타,2025-02-01,2223
파키스탄,관광,2025-02-01,227
파키스탄,상용,2025-02-01,168
파키스탄,공용,2025-02-01,22
파키스탄,유학연수,2025-02-01,393
파키스탄,기타,2025-02-01,762
방글라데시,관광,2025-02-01,194
방글라데시,상용,2025-02-01,72
방글라데시,공용,2025-02-01,31
방글라데시,유학연수,2025-02-01,556
방글라데시,기타,2025-02-01,1812
중  국,관광,2025-02-01,231612
중  국,상용,2025-02-01,3818
중  국,공용,2025-02-01,149
중  국,유학연수,2025-02-01,41653
중  국,기타,2025-02-01,63628
대  만,관광,2025-02-01,117995
대  만,상용,2025-02-01,89
대  만,공용,2025-02-01,14
대  만,유학연수,2025-02-01,1139
대  만,기타,2025-02-01,778
필리핀,관광,2025-02-01,19875
필리핀,상용,2025-02-01,437
필리핀,공용,2025-02-01,154
필리핀,유학연수,2025-02-01,283
필리핀,기타,2025-02-01,16940
홍  콩,관광,2025-02-01,29467
홍  콩,상용,2025-02-01,52
홍  콩,공용,2025-02-01,5
홍  콩,유학연수,2025-02-01,463
홍  콩,기타,2025-02-01,283
태  국,관광,2025-02-01,14614
태  국,상용,2025-02-01,72
태  국,공용,2025-02-01,246
태  국,유학연수,2025-02-01,396
태  국,기타,2025-02-01,5270
말레이시아,관광,2025-02-01,22010
말레이시아,상용,2025-02-01,119
말레이시아,공용,2025-02-01,16
말레이시아,유학연수,2025-02-01,613
말레이시아,기타,2025-02-01,2403
싱가포르,관광,2025-02-01,13806
싱가포르,상용,2025-02-01,94
싱가포르,공용,2025-02-01,28
싱가포르,유학연수,2025-02-01,220
싱가포르,기타,2025-02-01,1337
인도네시아,관광,2025-02-01,13028
인도네시아,상용,2025-02-01,198
인도네시아,공용,2025-02-01,69
인도네시아,유학연수,2025-02-01,1007
인도네시아,기타,2025-02-01,10272
아시아주 기타,관광,2025-02-01,3404
아시아주 기타,상용,2025-02-01,71
아시아주 기타,공용,2025-02-01,176
아시아주 기타,유학연수,2025-02-01,2395
아시아주 기타,기타,2025-02-01,8397
중 동,관광,2025-02-01,6304
중 동,상용,2025-02-01,1050
중 동,공용,2025-02-01,45
중 동,유학연수,2025-02-01,3738
중 동,기타,2025-02-01,6912
우즈베키스탄,관광,2025-02-01,465
우즈베키스탄,상용,2025-02-01,371
우즈베키스탄,공용,2025-02-01,5
우즈베키스탄,유학연수,2025-02-01,2244
우즈베키스탄,기타,2025-02-01,3383
터  키,관광,2025-02-01,1175
터  키,상용,2025-02-01,15
터  키,공용,2025-02-01,11
터  키,유학연수,2025-02-01,227
터  키,기타,2025-02-01,967
이스라엘,관광,2025-02-01,599
이스라엘,상용,2025-02-01,10
이스라엘,공용,2025-02-01,7
이스라엘,유학연수,2025-02-01,19
이스라엘,기타,2025-02-01,40
이  란,관광,2025-02-01,43
이  란,상용,2025-02-01,24
이  란,공용,2025-02-01,0
이  란,유학연수,2025-02-01,78
이  란,기타,2025-02-01,39
카자흐스탄,관광,2025-02-01,2162
카자흐스탄,상용,2025-02-01,14
카자흐스탄,공용,2025-02-01,4
카자흐스탄,유학연수,2025-02-01,620
카자흐스탄,기타,2025-02-01,1485
요르단,관광,2025-02-01,45
요르단,상용,2025-02-01,89
요르단,공용,2025-02-01,0
요르단,유학연수,2025-02-01,15
요르단,기타,2025-02-01,44
사우디아라비아,관광,2025-02-01,689
사우디아라비아,상용,2025-02-01,55
사우디아라비아,공용,2025-02-01,7
사우디아라비아,유학연수,2025-02-01,101
사우디아라비아,기타,2025-02-01,44
이라크,관광,2025-02-01,48
이라크,상용,2025-02-01,107
이라크,공용,2025-02-01,0
이라크,유학연수,2025-02-01,5
이라크,기타,2025-02-01,26
중 동 기타,관광,2025-02-01,1078
중 동 기타,상용,2025-02-01,365
중 동 기타,공용,2025-02-01,11
중 동 기타,유학연수,2025-02-01,429
중 동 기타,기타,2025-02-01,884
미 주,관광,2025-02-01,68357
미 주,상용,2025-02-01,353
미 주,공용,2025-02-01,2669
미 주,유학연수,2025-02-01,2436
미 주,기타,2025-02-01,22707
미  국,관광,2025-02-01,50441
미  국,상용,2025-02-01,261
미  국,공용,2025-02-01,2558
미  국,유학연수,2025-02-01,1716
미  국,기타,2025-02-01,17469
에콰도르,관광,2025-02-01,105
에콰도르,상용,2025-02-01,0
에콰도르,공용,2025-02-01,0
에콰도르,유학연수,2025-02-01,23
에콰도르,기타,2025-02-01,25
쿠  바,관광,2025-02-01,1
쿠  바,상용,2025-02-01,0
쿠  바,공용,2025-02-01,0
쿠  바,유학연수,2025-02-01,4
쿠  바,기타,2025-02-01,1
캐나다,관광,2025-02-01,10333
캐나다,상용,2025-02-01,27
캐나다,공용,2025-02-01,65
캐나다,유학연수,2025-02-01,150
캐나다,기타,2025-02-01,3677
브라질,관광,2025-02-01,1488
브라질,상용,2025-02-01,49
브라질,공용,2025-02-01,9
브라질,유학연수,2025-02-01,103
브라질,기타,2025-02-01,321
멕시코,관광,2025-02-01,3631
멕시코,상용,2025-02-01,4
멕시코,공용,2025-02-01,5
멕시코,유학연수,2025-02-01,231
멕시코,기타,2025-02-01,715
칠  레,관광,2025-02-01,654
칠  레,상용,2025-02-01,4
칠  레,공용,2025-02-01,6
칠  레,유학연수,2025-02-01,40
칠  레,기타,2025-02-01,25
아르헨티나,관광,2025-02-01,462
아르헨티나,상용,2025-02-01,3
아르헨티나,공용,2025-02-01,0
아르헨티나,유학연수,2025-02-01,7
아르헨티나,기타,2025-02-01,78
콜롬비아,관광,2025-02-01,311
콜롬비아,상용,2025-02-01,1
콜롬비아,공용,2025-02-01,7
콜롬비아,유학연수,2025-02-01,58
콜롬비아,기타,2025-02-01,136
페  루,관광,2025-02-01,293
페  루,상용,2025-02-01,2
페  루,공용,2025-02-01,12
페  루,유학연수,2025-02-01,32
페  루,기타,2025-02-01,53
베네수엘라,관광,2025-02-01,55
베네수엘라,상용,2025-02-01,0
베네수엘라,공용,2025-02-01,0
베네수엘라,유학연수,2025-02-01,8
베네수엘라,기타,2025-02-01,20
미 주 기타,관광,2025-02-01,583
미 주 기타,상용,2025-02-01,2
미 주 기타,공용,2025-02-01,7
미 주 기타,유학연수,2025-02-01,64
미 주 기타,기타,2025-02-01,187
구 주,관광,2025-02-01,39000
구 주,상용,2025-02-01,820
구 주,공용,2025-02-01,184
구 주,유학연수,2025-02-01,5389
구 주,기타,2025-02-01,15029
러시아(연방),관광,2025-02-01,5034
러시아(연방),상용,2025-02-01,97
러시아(연방),공용,2025-02-01,16
러시아(연방),유학연수,2025-02-01,785
러시아(연방),기타,2025-02-01,5925
폴란드,관광,2025-02-01,1615
폴란드,상용,2025-02-01,11
폴란드,공용,2025-02-01,9
폴란드,유학연수,2025-02-01,151
폴란드,기타,2025-02-01,674
덴마크,관광,2025-02-01,543
덴마크,상용,2025-02-01,22
덴마크,공용,2025-02-01,0
덴마크,유학연수,2025-02-01,50
덴마크,기타,2025-02-01,59
그리스,관광,2025-02-01,408
그리스,상용,2025-02-01,21
그리스,공용,2025-02-01,1
그리스,유학연수,2025-02-01,17
그리스,기타,2025-02-01,168
스위스,관광,2025-02-01,796
스위스,상용,2025-02-01,6
스위스,공용,2025-02-01,3
스위스,유학연수,2025-02-01,108
스위스,기타,2025-02-01,71
노르웨이,관광,2025-02-01,460
노르웨이,상용,2025-02-01,14
노르웨이,공용,2025-02-01,1
노르웨이,유학연수,2025-02-01,95
노르웨이,기타,2025-02-01,50
스페인,관광,2025-02-01,1533
스페인,상용,2025-02-01,21
스페인,공용,2025-02-01,7
스페인,유학연수,2025-02-01,253
스페인,기타,2025-02-01,205
루마니아,관광,2025-02-01,436
루마니아,상용,2025-02-01,8
루마니아,공용,2025-02-01,11
루마니아,유학연수,2025-02-01,31
루마니아,기타,2025-02-01,292
벨기에,관광,2025-02-01,689
벨기에,상용,2025-02-01,22
벨기에,공용,2025-02-01,2
벨기에,유학연수,2025-02-01,94
벨기에,기타,2025-02-01,144
독  일,관광,2025-02-01,5527
독  일,상용,2025-02-01,172
독  일,공용,2025-02-01,14
독  일,유학연수,2025-02-01,848
독  일,기타,2025-02-01,1036
영  국,관광,2025-02-01,6016
영  국,상용,2025-02-01,63
영  국,공용,2025-02-01,19
영  국,유학연수,2025-02-01,195
영  국,기타,2025-02-01,1105
프랑스,관광,2025-02-01,6272
프랑스,상용,2025-02-01,149
프랑스,공용,2025-02-01,42
프랑스,유학연수,2025-02-01,1443
프랑스,기타,2025-02-01,1008
네덜란드,관광,2025-02-01,1761
네덜란드,상용,2025-02-01,16
네덜란드,공용,2025-02-01,10
네덜란드,유학연수,2025-02-01,181
네덜란드,기타,2025-02-01,834
우크라이나,관광,2025-02-01,474
우크라이나,상용,2025-02-01,67
우크라이나,공용,2025-02-01,2
우크라이나,유학연수,2025-02-01,79
우크라이나,기타,2025-02-01,1193
이탈리아,관광,2025-02-01,2281
이탈리아,상용,2025-02-01,47
이탈리아,공용,2025-02-01,12
이탈리아,유학연수,2025-02-01,223
이탈리아,기타,2025-02-01,556
불가리아,관광,2025-02-01,132
불가리아,상용,2025-02-01,0
불가리아,공용,2025-02-01,1
불가리아,유학연수,2025-02-01,34
불가리아,기타,2025-02-01,103
스웨덴,관광,2025-02-01,816
스웨덴,상용,2025-02-01,11
스웨덴,공용,2025-02-01,2
스웨덴,유학연수,2025-02-01,119
스웨덴,기타,2025-02-01,101
구 주 기타,관광,2025-02-01,4207
구 주 기타,상용,2025-02-01,73
구 주 기타,공용,2025-02-01,32
구 주 기타,유학연수,2025-02-01,683
구 주 기타,기타,2025-02-01,1505
대양주,관광,2025-02-01,12651
대양주,상용,2025-02-01,74
대양주,공용,2025-02-01,40
대양주,유학연수,2025-02-01,102
대양주,기타,2025-02-01,2211
오스트레일리아,관광,2025-02-01,10908
오스트레일리아,상용,2025-02-01,60
오스트레일리아,공용,2025-02-01,28
오스트레일리아,유학연수,2025-02-01,83
오스트레일리아,기타,2025-02-01,1559
뉴질랜드,관광,2025-02-01,1655
뉴질랜드,상용,2025-02-01,10
뉴질랜드,공용,2025-02-01,2
뉴질랜드,유학연수,2025-02-01,14
뉴질랜드,기타,2025-02-01,618
키리바시,관광,2025-02-01,2
키리바시,공용,2025-02-01,4
키리바시,유학연수,2025-02-01,0
키리바시,기타,2025-02-01,0
피  지,관광,2025-02-01,20
피  지,공용,2025-02-01,0
피  지,유학연수,2025-02-01,4
피  지,기타,2025-02-01,19
대양주 기타,관광,2025-02-01,66
대양주 기타,상용,2025-02-01,4
대양주 기타,공용,2025-02-01,6
대양주 기타,유학연수,2025-02-01,1
대양주 기타,기타,2025-02-01,15
아프리카주,관광,2025-02-01,1309
아프리카주,상용,2025-02-01,443
아프리카주,공용,2025-02-01,33
아프리카주,유학연수,2025-02-01,577
아프리카주,기타,2025-02-01,2715
남아프리카 공화국,관광,2025-02-01,348
남아프리카 공화국,상용,2025-02-01,6
남아프리카 공화국,공용,2025-02-01,0
남아프리카 공화국,유학연수,2025-02-01,9
남아프리카 공화국,기타,2025-02-01,1173
나이지리아,관광,2025-02-01,52
나이지리아,상용,2025-02-01,30
나이지리아,공용,2025-02-01,0
나이지리아,유학연수,2025-02-01,44
나이지리아,기타,2025-02-01,40
이집트,관광,2025-02-01,141
이집트,상용,2025-02-01,141
이집트,공용,2025-02-01,0
이집트,유학연수,2025-02-01,55
이집트,기타,2025-02-01,179
아프리카주 기타,관광,2025-02-01,768
아프리카주 기타,상용,2025-02-01,266
아프리카주 기타,공용,2025-02-01,33
아프리카주 기타,유학연수,2025-02-01,469
아프리카주 기타,기타,2025-02-01,1323
기 타,관광,2025-02-01,8
기 타,상용,2025-02-01,0
기 타,공용,2025-02-01,0
기 타,유학연수,2025-02-01,1
기 타,기타,2025-02-01,1900
교포,기타,2025-02-01,1893
미상,관광,2025-02-01,8
미상,상용,2025-02-01,0
미상,공용,2025-02-01,0
미상,유학연수,2025-02-01,1
미상,기타,2025-02-01,7
전 체, ,2025-02-01,1138408
전 체, ,2025-02-01,0
아시아주,관광,2025-03-01,1056121
아시아주,상용,2025-03-01,9552
아시아주,공용,2025-03-01,1701
아시아주,유학연수,2025-03-01,58870
아시아주,기타,2025-03-01,146573
일  본,관광,2025-03-01,377064
일  본,상용,2025-03-01,1292
일  본,공용,2025-03-01,207
일  본,유학연수,2025-03-01,1255
일  본,기타,2025-03-01,3494
인  도,관광,2025-03-01,5336
인  도,상용,2025-03-01,2133
인  도,공용,2025-03-01,36
인  도,유학연수,2025-03-01,331
인  도,기타,2025-03-01,8246
베트남,관광,2025-03-01,19115
베트남,상용,2025-03-01,310
베트남,공용,2025-03-01,104
베트남,유학연수,2025-03-01,12359
베트남,기타,2025-03-01,20986
미얀마,관광,2025-03-01,1594
미얀마,상용,2025-03-01,39
미얀마,공용,2025-03-01,11
미얀마,유학연수,2025-03-01,822
미얀마,기타,2025-03-01,4557
몽  골,관광,2025-03-01,10600
몽  골,상용,2025-03-01,86
몽  골,공용,2025-03-01,279
몽  골,유학연수,2025-03-01,2983
몽  골,기타,2025-03-01,899
스리랑카,관광,2025-03-01,321
스리랑카,상용,2025-03-01,52
스리랑카,공용,2025-03-01,1
스리랑카,유학연수,2025-03-01,211
스리랑카,기타,2025-03-01,1974
파키스탄,관광,2025-03-01,212
파키스탄,상용,2025-03-01,111
파키스탄,공용,2025-03-01,2
파키스탄,유학연수,2025-03-01,326
파키스탄,기타,2025-03-01,454
방글라데시,관광,2025-03-01,226
방글라데시,상용,2025-03-01,57
방글라데시,공용,2025-03-01,22
방글라데시,유학연수,2025-03-01,455
방글라데시,기타,2025-03-01,1070
중  국,관광,2025-03-01,326978
중  국,상용,2025-03-01,4069
중  국,공용,2025-03-01,269
중  국,유학연수,2025-03-01,35824
중  국,기타,2025-03-01,49709
대  만,관광,2025-03-01,138666
대  만,상용,2025-03-01,82
대  만,공용,2025-03-01,21
대  만,유학연수,2025-03-01,529
대  만,기타,2025-03-01,719
필리핀,관광,2025-03-01,27592
필리핀,상용,2025-03-01,640
필리핀,공용,2025-03-01,143
필리핀,유학연수,2025-03-01,93
필리핀,기타,2025-03-01,22505
홍  콩,관광,2025-03-01,43432
홍  콩,상용,2025-03-01,37
홍  콩,공용,2025-03-01,4
홍  콩,유학연수,2025-03-01,275
홍  콩,기타,2025-03-01,282
태  국,관광,2025-03-01,22975
태  국,상용,2025-03-01,95
태  국,공용,2025-03-01,281
태  국,유학연수,2025-03-01,265
태  국,기타,2025-03-01,4326
말레이시아,관광,2025-03-01,21936
말레이시아,상용,2025-03-01,113
말레이시아,공용,2025-03-01,12
말레이시아,유학연수,2025-03-01,282
말레이시아,기타,2025-03-01,2437
싱가포르,관광,2025-03-01,34726
싱가포르,상용,2025-03-01,104
싱가포르,공용,2025-03-01,35
싱가포르,유학연수,2025-03-01,51
